qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
NADLER_HYPERGLYCEMIA_AT_OBESITY	58	http://www.broadinstitute.org/gsea/msigdb/cards/NADLER_HYPERGLYCEMIA_AT_OBESITY	0.17308	0.70863	0.8988	0.96689	1	0.207	0.177	0.171	0.9724	0.385
BIOCARTA_MET_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MET_PATHWAY	0.24876	0.70814	0.8718	0.96646	1	0.297	0.19	0.241	0.9724	0.383
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	0.18283	0.70785	0.8035	0.96577	1	0.193	0.162	0.163	0.97171	0.379
BAE_BRCA1_TARGETS_DN	31	http://www.broadinstitute.org/gsea/msigdb/cards/BAE_BRCA1_TARGETS_DN	0.22064	0.70763	0.8553	0.965	1	0.194	0.134	0.168	0.97102	0.377
KARLSSON_TGFB1_TARGETS_UP	121	http://www.broadinstitute.org/gsea/msigdb/cards/KARLSSON_TGFB1_TARGETS_UP	0.20702	0.70763	0.8932	0.96393	1	0.231	0.17	0.193	0.96994	0.373
YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_UP	37	http://www.broadinstitute.org/gsea/msigdb/cards/YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_UP	0.1725	0.70584	0.8917	0.96531	1	0.243	0.193	0.196	0.97071	0.378
REACTOME_GLUCOSE_METABOLISM	64	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCOSE_METABOLISM	0.17417	0.70526	0.9148	0.96504	1	0.141	0.139	0.121	0.97078	0.376
BIOCARTA_EGF_PATHWAY	29	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_EGF_PATHWAY	0.23467	0.70514	0.8471	0.96416	1	0.241	0.19	0.196	0.97001	0.37
REACTOME_RECYCLING_PATHWAY_OF_L1	27	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RECYCLING_PATHWAY_OF_L1	0.21184	0.70495	0.8548	0.96334	1	0.037	0.00175	0.037	0.96939	0.368
BIOCARTA_TCR_PATHWAY	45	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY	0.20253	0.70486	0.8656	0.96242	1	0.133	0.101	0.12	0.96851	0.363
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	51	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.15915	0.70455	0.9308	0.96177	1	0.196	0.179	0.161	0.9678	0.359
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.24343	0.70269	0.8265	0.96323	1	0.171	0.134	0.149	0.96877	0.361
ENK_UV_RESPONSE_KERATINOCYTE_DN	476	http://www.broadinstitute.org/gsea/msigdb/cards/ENK_UV_RESPONSE_KERATINOCYTE_DN	0.22706	0.70183	0.8211	0.96333	1	0.208	0.153	0.18	0.96923	0.361
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	0.22916	0.70115	0.8432	0.96319	1	0.227	0.142	0.195	0.96917	0.362
KEGG_SELENOAMINO_ACID_METABOLISM	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SELENOAMINO_ACID_METABOLISM	0.18358	0.70104	0.8677	0.96228	1	0.115	0.0949	0.105	0.9685	0.359
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	55	http://www.broadinstitute.org/gsea/msigdb/cards/BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	0.18647	0.70061	0.9324	0.96177	1	0.236	0.173	0.196	0.96785	0.355
BILD_SRC_ONCOGENIC_SIGNATURE	60	http://www.broadinstitute.org/gsea/msigdb/cards/BILD_SRC_ONCOGENIC_SIGNATURE	0.22237	0.70022	0.8477	0.96122	1	0.3	0.217	0.235	0.96703	0.354
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/FINETTI_BREAST_CANCERS_KINOME_GRAY	0.33068	0.69954	0.8226	0.96107	1	0.467	0.203	0.372	0.96675	0.35
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	16	http://www.broadinstitute.org/gsea/msigdb/cards/SUZUKI_AMPLIFIED_IN_ORAL_CANCER	0.2429	0.69662	0.8416	0.96375	1	0.188	0.119	0.165	0.96937	0.358
TIEN_INTESTINE_PROBIOTICS_6HR_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_6HR_DN	0.2116	0.69654	0.8979	0.9628	1	0.283	0.208	0.226	0.96831	0.354
BARRIER_COLON_CANCER_RECURRENCE_UP	41	http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_COLON_CANCER_RECURRENCE_UP	0.27007	0.69427	0.8294	0.96464	1	0.317	0.21	0.251	0.97119	0.358
LU_AGING_BRAIN_UP	256	http://www.broadinstitute.org/gsea/msigdb/cards/LU_AGING_BRAIN_UP	0.20123	0.69128	0.924	0.96734	1	0.184	0.151	0.157	0.97418	0.37
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	0.25049	0.68993	0.7865	0.96802	1	0.289	0.205	0.23	0.97492	0.371
XU_GH1_AUTOCRINE_TARGETS_DN	134	http://www.broadinstitute.org/gsea/msigdb/cards/XU_GH1_AUTOCRINE_TARGETS_DN	0.18216	0.68619	0.9532	0.97148	1	0.0896	0.0615	0.0845	0.9782	0.384
WIKMAN_ASBESTOS_LUNG_CANCER_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/WIKMAN_ASBESTOS_LUNG_CANCER_UP	0.28695	0.68571	0.8976	0.97102	1	0.294	0.154	0.249	0.97748	0.382
SESTO_RESPONSE_TO_UV_C5	46	http://www.broadinstitute.org/gsea/msigdb/cards/SESTO_RESPONSE_TO_UV_C5	0.23618	0.68515	0.8457	0.97064	1	0.174	0.138	0.15	0.97715	0.382
SESTO_RESPONSE_TO_UV_C0	106	http://www.broadinstitute.org/gsea/msigdb/cards/SESTO_RESPONSE_TO_UV_C0	0.19629	0.68495	0.8826	0.96983	1	0.217	0.179	0.179	0.97632	0.377
REACTOME_MRNA_SPLICING	104	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_SPLICING	0.21641	0.68471	0.7824	0.96906	1	0.279	0.203	0.223	0.97571	0.372
JIANG_AGING_CEREBRAL_CORTEX_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_AGING_CEREBRAL_CORTEX_UP	0.22848	0.68394	0.9127	0.96896	1	0.171	0.112	0.152	0.97587	0.372
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	0.18994	0.68384	0.9544	0.96804	1	0.196	0.162	0.166	0.97526	0.366
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.20155	0.68312	0.9388	0.96789	1	0.194	0.141	0.167	0.97486	0.363
REACTOME_SIGNALING_BY_NOTCH1	67	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_NOTCH1	0.16178	0.68131	0.8891	0.969	1	0.179	0.191	0.145	0.9763	0.371
STAEGE_EWING_FAMILY_TUMOR	28	http://www.broadinstitute.org/gsea/msigdb/cards/STAEGE_EWING_FAMILY_TUMOR	0.19005	0.68079	0.9308	0.96854	1	0.143	0.139	0.123	0.97542	0.366
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	0.21895	0.68003	0.8462	0.96841	1	0.316	0.204	0.252	0.97534	0.364
WONG_ENDMETRIUM_CANCER_DN	79	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_ENDMETRIUM_CANCER_DN	0.28277	0.67785	0.7553	0.96997	1	0.215	0.132	0.187	0.97754	0.373
WANG_LMO4_TARGETS_DN	332	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_LMO4_TARGETS_DN	0.21821	0.67675	0.846	0.97016	1	0.253	0.187	0.209	0.97786	0.372
BIOCARTA_TPO_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TPO_PATHWAY	0.23499	0.67358	0.8786	0.97284	1	0.13	0.101	0.117	0.98114	0.388
OZEN_MIR125B1_TARGETS	24	http://www.broadinstitute.org/gsea/msigdb/cards/OZEN_MIR125B1_TARGETS	0.21457	0.67141	0.8421	0.9743	1	0.167	0.137	0.144	0.98252	0.397
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.17821	0.67115	0.9129	0.97355	1	0.269	0.191	0.218	0.98175	0.386
BIOCARTA_CARDIACEGF_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CARDIACEGF_PATHWAY	0.24667	0.67006	0.8503	0.97371	1	0.167	0.101	0.15	0.98215	0.386
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	42	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.18113	0.66958	0.933	0.97322	1	0.167	0.131	0.145	0.98168	0.386
HARRIS_BRAIN_CANCER_PROGENITORS	42	http://www.broadinstitute.org/gsea/msigdb/cards/HARRIS_BRAIN_CANCER_PROGENITORS	0.20743	0.66825	0.8021	0.9737	1	0.119	0.081	0.11	0.98226	0.387
MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED	35	http://www.broadinstitute.org/gsea/msigdb/cards/MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED	0.20455	0.6671	0.9601	0.97395	1	0.0571	0.0243	0.0558	0.9824	0.384
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.19582	0.66683	0.8986	0.97317	1	0.125	0.108	0.112	0.98185	0.382
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	37	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.15117	0.66601	0.9122	0.97306	1	1	0.849	0.151	0.98176	0.383
PID_CDC42_PATHWAY	69	http://www.broadinstitute.org/gsea/msigdb/cards/PID_CDC42_PATHWAY	0.19817	0.66537	0.8815	0.9727	1	0.101	0.07	0.0946	0.981	0.378
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	0.23405	0.6651	0.9397	0.97196	1	0.25	0.164	0.209	0.98022	0.368
CAFFAREL_RESPONSE_TO_THC_UP	33	http://www.broadinstitute.org/gsea/msigdb/cards/CAFFAREL_RESPONSE_TO_THC_UP	0.23743	0.66343	0.9144	0.97273	1	0.333	0.191	0.27	0.98146	0.372
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	210	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	0.17023	0.66338	0.9512	0.97175	1	0.0571	0.0458	0.055	0.98042	0.366
MCDOWELL_ACUTE_LUNG_INJURY_DN	48	http://www.broadinstitute.org/gsea/msigdb/cards/MCDOWELL_ACUTE_LUNG_INJURY_DN	0.17855	0.66332	0.9064	0.97079	1	0.0833	0.0517	0.0792	0.97943	0.359
KEGG_N_GLYCAN_BIOSYNTHESIS	45	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_N_GLYCAN_BIOSYNTHESIS	0.21761	0.66306	0.9268	0.97002	1	0.244	0.19	0.198	0.97852	0.358
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	82	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	0.26171	0.66049	0.8782	0.9718	1	0.366	0.236	0.28	0.98036	0.367
BIOCARTA_CHEMICAL_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CHEMICAL_PATHWAY	0.21904	0.6576	0.8976	0.97384	1	0.273	0.164	0.228	0.98146	0.379
BIOCARTA_P53HYPOXIA_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_P53HYPOXIA_PATHWAY	0.20991	0.6557	0.9223	0.97476	1	0.227	0.172	0.188	0.98273	0.381
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	28	http://www.broadinstitute.org/gsea/msigdb/cards/SHIN_B_CELL_LYMPHOMA_CLUSTER_3	0.19893	0.6544	0.906	0.97503	1	0.179	0.122	0.157	0.98297	0.383
REACTOME_ENOS_ACTIVATION_AND_REGULATION	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.21697	0.65299	0.8906	0.97549	1	0.158	0.105	0.141	0.98364	0.384
MOOTHA_GLYCOGEN_METABOLISM	21	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_GLYCOGEN_METABOLISM	0.16206	0.65289	0.9416	0.97456	1	0.19	0.182	0.156	0.98286	0.377
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	21	http://www.broadinstitute.org/gsea/msigdb/cards/JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	0.18107	0.65103	0.8915	0.97537	1	1	0.819	0.181	0.98375	0.378
KEGG_FATTY_ACID_METABOLISM	41	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_FATTY_ACID_METABOLISM	0.18038	0.65092	0.9207	0.97444	1	0.22	0.187	0.179	0.98321	0.375
NAM_FXYD5_TARGETS_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/NAM_FXYD5_TARGETS_DN	0.2792	0.6493	0.8745	0.97513	1	0.389	0.232	0.299	0.98396	0.374
PID_IGF1_PATHWAY	30	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IGF1_PATHWAY	0.21667	0.64865	0.9418	0.97473	1	0.233	0.152	0.198	0.98326	0.371
REACTOME_PI_METABOLISM	47	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI_METABOLISM	0.20078	0.647	0.9095	0.97528	1	0.191	0.148	0.163	0.98428	0.372
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN	0.20454	0.64176	0.8896	0.97935	1	0.156	0.112	0.138	0.98843	0.403
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.17965	0.64112	0.9143	0.97893	1	0.125	0.119	0.11	0.98811	0.394
PID_ERBB1_DOWNSTREAM_PATHWAY	105	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ERBB1_DOWNSTREAM_PATHWAY	0.18334	0.64091	0.9398	0.97812	1	0.162	0.139	0.14	0.9873	0.392
BIOCARTA_MITOCHONDRIA_PATHWAY	21	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MITOCHONDRIA_PATHWAY	0.21305	0.63972	0.9315	0.97823	1	0.238	0.164	0.199	0.98745	0.388
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.25033	0.63932	0.8691	0.97759	1	0.294	0.132	0.255	0.98676	0.384
REACTOME_MYOGENESIS	27	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MYOGENESIS	0.19745	0.63905	0.8947	0.97681	1	0.148	0.108	0.132	0.98595	0.376
PID_HIF1A_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HIF1A_PATHWAY	0.20672	0.63742	0.8637	0.97728	1	1	0.793	0.207	0.98647	0.38
ZHAN_LATE_DIFFERENTIATION_GENES_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_LATE_DIFFERENTIATION_GENES_UP	0.22892	0.63692	0.8983	0.97666	1	0.25	0.158	0.211	0.98575	0.374
HASLINGER_B_CLL_WITH_11Q23_DELETION	21	http://www.broadinstitute.org/gsea/msigdb/cards/HASLINGER_B_CLL_WITH_11Q23_DELETION	0.29628	0.63583	0.8992	0.97663	1	0.333	0.141	0.287	0.98506	0.373
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.24684	0.63573	0.858	0.97571	1	0.294	0.2	0.236	0.98411	0.364
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	0.26978	0.63411	0.962	0.97615	1	0.2	0.1	0.18	0.98455	0.367
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	74	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	0.15129	0.63404	0.9499	0.97519	1	0.0541	0.0588	0.051	0.98361	0.36
PID_MYC_ACTIV_PATHWAY	75	http://www.broadinstitute.org/gsea/msigdb/cards/PID_MYC_ACTIV_PATHWAY	0.19975	0.63202	0.8869	0.97593	1	0.187	0.167	0.156	0.98439	0.361
REACTOME_AMINE_DERIVED_HORMONES	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AMINE_DERIVED_HORMONES	0.26203	0.63047	0.8865	0.9763	1	0.0667	0.013	0.0658	0.98497	0.359
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	0.19051	0.6301	0.9	0.97561	1	0.087	0.0659	0.0813	0.98444	0.352
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	130	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.20573	0.62897	0.8614	0.97559	1	0.262	0.203	0.209	0.98443	0.349
PID_P53_REGULATION_PATHWAY	59	http://www.broadinstitute.org/gsea/msigdb/cards/PID_P53_REGULATION_PATHWAY	0.21002	0.62827	0.8847	0.97516	1	0.271	0.204	0.216	0.98371	0.347
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	26	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.19703	0.62826	0.9255	0.97416	1	0.0769	0.035	0.0743	0.9827	0.343
BIOCARTA_PDGF_PATHWAY	29	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PDGF_PATHWAY	0.22142	0.6278	0.9362	0.97358	1	0.138	0.101	0.124	0.98194	0.336
XU_CREBBP_TARGETS_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/XU_CREBBP_TARGETS_UP	0.19884	0.62737	0.9059	0.97292	1	0.304	0.204	0.242	0.98128	0.328
BILANGES_SERUM_SENSITIVE_VIA_TSC2	39	http://www.broadinstitute.org/gsea/msigdb/cards/BILANGES_SERUM_SENSITIVE_VIA_TSC2	0.24051	0.62687	0.899	0.97237	1	0.231	0.133	0.2	0.98085	0.323
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	0.19744	0.62532	0.9195	0.97265	1	0.233	0.205	0.186	0.98121	0.32
PID_LKB1_PATHWAY	47	http://www.broadinstitute.org/gsea/msigdb/cards/PID_LKB1_PATHWAY	0.16664	0.62501	0.8869	0.9719	1	0.128	0.12	0.113	0.98044	0.316
JUBAN_TARGETS_OF_SPI1_AND_FLI1_UP	108	http://www.broadinstitute.org/gsea/msigdb/cards/JUBAN_TARGETS_OF_SPI1_AND_FLI1_UP	0.15063	0.62422	0.9792	0.97159	1	0.287	0.238	0.22	0.98002	0.312
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	37	http://www.broadinstitute.org/gsea/msigdb/cards/CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	0.20761	0.6234	0.8912	0.97127	1	0.297	0.227	0.23	0.98014	0.306
REACTOME_METABOLISM_OF_NON_CODING_RNA	44	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_NON_CODING_RNA	0.25094	0.62324	0.9188	0.9704	1	0.273	0.195	0.22	0.97916	0.301
VALK_AML_CLUSTER_10	31	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_10	0.17823	0.62236	0.939	0.97012	1	0.129	0.134	0.112	0.97848	0.298
HOEBEKE_LYMPHOID_STEM_CELL_UP	90	http://www.broadinstitute.org/gsea/msigdb/cards/HOEBEKE_LYMPHOID_STEM_CELL_UP	0.14554	0.6192	0.964	0.97173	1	0.267	0.23	0.206	0.97982	0.303
PID_NOTCH_PATHWAY	58	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NOTCH_PATHWAY	0.15875	0.61228	0.9472	0.97606	1	0.0862	0.0921	0.0784	0.98353	0.324
BIOCARTA_SPRY_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_SPRY_PATHWAY	0.20216	0.61169	0.9366	0.97554	1	0.0588	0.0255	0.0574	0.98299	0.32
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.20164	0.61117	0.9115	0.97492	1	0.118	0.105	0.105	0.98219	0.316
MCCABE_HOXC6_TARGETS_CANCER_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/MCCABE_HOXC6_TARGETS_CANCER_DN	0.2284	0.61061	0.9163	0.97436	1	0.3	0.178	0.247	0.98155	0.309
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	21	http://www.broadinstitute.org/gsea/msigdb/cards/RAHMAN_TP53_TARGETS_PHOSPHORYLATED	0.20965	0.60892	0.9553	0.97465	1	0.0476	0.00821	0.0473	0.98219	0.309
BIOCARTA_FCER1_PATHWAY	38	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY	0.1871	0.6061	0.9769	0.9757	1	0.263	0.193	0.213	0.98342	0.312
BURTON_ADIPOGENESIS_12	31	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_12	0.28262	0.60146	0.8868	0.97807	1	0.323	0.147	0.275	0.986	0.327
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	0.22335	0.60068	0.9054	0.97762	1	0.252	0.168	0.211	0.98507	0.319
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	18	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.1976	0.59933	0.9474	0.9776	1	0.167	0.132	0.145	0.98522	0.317
KEGG_LYSINE_DEGRADATION	44	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LYSINE_DEGRADATION	0.19588	0.59342	0.9202	0.9806	1	0.114	0.0804	0.105	0.98823	0.345
REACTOME_RAP1_SIGNALLING	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RAP1_SIGNALLING	0.18995	0.59054	0.9783	0.98149	1	0.25	0.19	0.203	0.98866	0.354
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	0.21579	0.58408	0.8893	0.98458	1	0.167	0.141	0.143	0.99186	0.385
REACTOME_MRNA_PROCESSING	149	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_PROCESSING	0.18353	0.58196	0.9026	0.98482	1	0.255	0.203	0.204	0.99213	0.386
IRITANI_MAD1_TARGETS_DN	47	http://www.broadinstitute.org/gsea/msigdb/cards/IRITANI_MAD1_TARGETS_DN	0.18159	0.58124	0.9123	0.98427	1	0.298	0.204	0.237	0.99164	0.382
ZHU_SKIL_TARGETS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/ZHU_SKIL_TARGETS_UP	0.23243	0.57771	0.9168	0.98539	1	0.2	0.119	0.176	0.99289	0.388
NGUYEN_NOTCH1_TARGETS_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/NGUYEN_NOTCH1_TARGETS_UP	0.18013	0.57766	0.9362	0.98443	1	0.276	0.202	0.22	0.99226	0.374
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	18	http://www.broadinstitute.org/gsea/msigdb/cards/MIZUSHIMA_AUTOPHAGOSOME_FORMATION	0.2103	0.57673	0.9254	0.98401	1	0.167	0.131	0.145	0.99137	0.368
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	16	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.21072	0.57636	0.9525	0.98321	1	0.188	0.132	0.163	0.99058	0.354
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	122	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.17444	0.57633	0.9614	0.98225	1	0.18	0.182	0.148	0.98964	0.337
MOOTHA_VOXPHOS	85	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_VOXPHOS	0.16331	0.57402	0.9293	0.98258	1	0.153	0.177	0.126	0.98995	0.337
PID_VEGFR1_2_PATHWAY	68	http://www.broadinstitute.org/gsea/msigdb/cards/PID_VEGFR1_2_PATHWAY	0.15573	0.57195	0.9431	0.98274	1	0.132	0.153	0.112	0.99015	0.332
HOWLIN_CITED1_TARGETS_2_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/HOWLIN_CITED1_TARGETS_2_DN	0.20568	0.57004	0.9261	0.98276	1	0.125	0.109	0.111	0.98995	0.329
KEGG_RNA_POLYMERASE	27	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_RNA_POLYMERASE	0.18553	0.56838	0.9541	0.98268	1	0.222	0.185	0.181	0.98954	0.325
